Marca temporal,Escribe tu historia: ,Crea un #hashtag o título para tu historia:,La historia que contaste te generó una sensación de:  ,Tu historia sucede:,Mientras escribiste la historia sentiste que:,Tu historia esta relacionada con: ,La historia que relataste involucra a:,"En el siguiente conjunto de preguntas haz clic en el número 1) si la característica ubicada a la izquierda es la que más se acerca a tus preferencias, en 2) si para ti está bien tanto la característica de la derecha como la de la izquierda y en 3) si prefieres la característica de la derecha. Empecemos... Al hacer un trabajo prefieres realizarlo:",El proceso de aprendizaje tiene mejores resultados para ti cuando sucede: ,Es más relevante para ti aprender cosas que tengan importancia para:,¿Qué grado estás cursando? ,¿Cuántos años tienes?,Eres:,Vives con... (puedes marcar más de una opción) ,Institución Educativa 
9/30/2019 9:58:29,"Bueno, primero que todo lo que me motiva venir al colegio es que así puedo salir adelante, superarme cada día, y aprender cosas nuevas, también los compañeros son muy graciosos, no hacemos bromas entre nosotros; por ejemplo: Tenemos un compañero que siempre jodemos porque es alto, le decimos ""Men usted es tan grande que alcanza hasta...."" y él a los hombres le pega y a mi que soy mujer no me hace nada.",#LosCompañerosSonBuenaOnda,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,2,2,3,10,16,Mujer,Mamá,I. E. La Avanzada
9/30/2019 9:58:37,En sexto y séptimo era un estudiante muy desordenado por las personas con las que me juntaba pero ya en octavo conocí a nuevas personas me empece a juntar con esas personas y mi nivel académico fue cambiando a mejor y los amigos que tengo ahora son muy buenos.,#cambioradical ,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,2,2,3,10,16,Hombre,Papá,I. E. La Avanzada
9/30/2019 9:58:52,"En el grado 4° de primaria me expulsaron por 3 días, solo por querer evitar una pelea fuera de la institución La Avanzada. la persona la cual me culpo por cosas  que yo no hice dio su argumentación y yo di la mía, pero, la coordinadora prefirió irse por el lado menos fiable por ende a ello no creyó en mis argumentos y me expulso.  

Otra historia desmotivan-te es que a mi siempre me roban, en el sentido que si yo  ocupe el segundo puesto y en un pasillo hay un cuadro donde exponen a los estudiantes con foto de sus rostros los cuales  ocuparon el primer y segundo puesto. Solo pusieron al que ocupa el primer puesto y yo que ocupe el segundo no me expusieron, pero en los otros grados si expusieron a los que ocuparon el 1 y el 2 puesto. en el segundo periodo yo no ocupe el segundo puesto fue otra compañera y a ella si la expusieron. 
Esa es mi historia.",Ultrajada,Tristeza,Muy rara vez,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,Tus docentes,3,2,2,10,18,Mujer,Mamá,I. E. La Avanzada
9/30/2019 9:58:54,Hace 3 Años Me Vincule A Esta Institución Me Párese Agradable Pues Aquí Me Llevo Bien Con mis Compañeros  Cada Año Conozco Nuevos Amigos Que Tal vez Van A Estar Toda La Vida Conmigo O Tal vez No Por supuesto Como Toda Persona También Tengo Compañeros Que No Me La Llevo Bien Y PUES MEJOR VALE IGNORARLOS .. Eh Aprendido Muchas Cosas Que Me Servirán Para Hacer Mi Carrera Muchas Veces Estoy A gusto Con Mi Colegio Como Muchas Veces No Y Por Que? Por Que No Faltan Los Problemas Con Algunos Compañeros También Por Que Los Dos Últimos Grado No Reciben Refrigerio(Leche)   Y Pues Es Triste  Si.. Mi Colegio No Pude Ser Muy Grande Tampoco Ser El Primero De Los Mejores Colegio De La Cuidad Pero Es El Mejor Para Mi Por Que Aprendí A esforzarme  Mas A Compartir Con Mis Amigos Hacer Humilde Honesta.. Como Todo Colegio Tiene Sus Estudiantes Necios Por Ley No Falta En El Mio Esos Estudiantes Aveces Solo Quieren Hacerte Creer Menos Que Ellos Aww Pero No Es Así Yo Viene A Aprender Y Hacer Algunos Compañeros No A Intrigarme Por Lo Que Pienses Ellos  De MI Sin Tener Coherencia ( Algo ilógico) Es Triste Ver Que Ya Falta Un Año Para Salir Y Despedirme Del Colegio De No Ver A Los Profesores Y Compañeros O Tal vez Si Pero Cuando Te Vas Apegando Al Colegio Ya No Te Quieres Ir Ni Despedir ...... Espero Les Guste Mi Historia ,Mii Colegio ,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tus compañeros,1,1,1,10,16,Mujer,Papá,I. E. La Avanzada
9/30/2019 9:59:02,"El colegio es una herramienta muy efectiva para nuestro estudio ya que es una nueva experiencia por que ahí conocemos nuevas personas que nos brindan un apoyo frente a lo que nos dificulta hacer este aprendizaje nos servirá en un futuro para poder tener una buena estabilidad en cuanto a nuestro conocimiento, siempre que me levanto para ir a el colegio me desmotivo por que me da mucho frío y sueño pero luego me motivo por que se que esta bien ir al colegio y adquirir nuevos conocimientos, también algunos días se me dificulta ir ya que me toca asistir al médico por el tema del embarazo.",#adquiriendoconocimiento,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Innovación y creatividad,A ti,2,1,2,10,15,Mujer,Mamá,I. E. La Avanzada
9/30/2019 9:59:06,"Una vez que me premiarón con un uniforme,ya que llevaba cuatro años consecutivos quedando en los primeros puestos.",Premiando el rendimiento,Felicidad,Muy rara vez,Te confundiste y no sabías qué contar,Evaluación,A ti,2,2,2,9,14,Mujer,Mamá,I. E. La Avanzada
9/30/2019 9:59:40,en la institución educativa la avanzada me sucedió que estábamos en la cancha y llego un gato muy herido y en la institución lo cuidamos y le dimos comida en ese momento nos pusimos muy alegres por que el gato se estaba recuperando de sus heridas ,el gato de la avanzada ,No estás seguro,Muy rara vez,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus docentes,1,2,1,9,16,Hombre,Mamá,I.E. Fe y Alegría el Limonar
9/30/2019 9:59:59,Los mejores momentos que e tenido al sido tener unos amigo que los respeten en todo momento  y también tener los mejores profesores que conozco por que cada día que pasa aprendo mucho de ellos,respeto por cada uno,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus compañeros,3,3,1,10,18,Hombre,Mamá,I. E. La Avanzada
9/30/2019 10:00:05,"mi historia se trata del primer dia que levante bandera por mejor estudiante del colegio.
",mejor estudiante ,Felicidad,Muy rara vez,Te confundiste y no sabías qué contar,Evaluación,A ti,2,1,1,9,16,Mujer,Mamá,I. E. La Avanzada
9/30/2019 10:00:09,me motivo mucho lo de las 3 R,orgulloso,Felicidad,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus compañeros,3,1,3,8,17,Mujer,Mamá,I. E. La Avanzada
9/30/2019 10:00:09,hubo un tiempo en que los estudiantes de los grados superiores estaban tirando drogas en los salones y no hacian nada ,mas cuidado,Rabia,De vez en cuando,Te confundiste y no sabías qué contar,Convivencia,Tus compañeros,3,2,3,9,17,Mujer,Mamá,I. E. La Avanzada
9/30/2019 10:01:59,Que Hay Un Gran Descontrol Con Las Salidas Del Salon & Esto Esta Ocasionando Una Gran Problemática,Problemática Estudiantil,No estás seguro,De vez en cuando,Reflexionaste y aprendiste algo nuevo,Convivencia,Tus compañeros,2,3,2,9,15,Hombre,Mamá,I. E. La Avanzada
9/30/2019 10:02:41,"todos los dias son nuevas esperiencias, todos son pasajeros un dia estas otro no, he aprendido el valor de respetar alas personas y tambien a tenerle amor al estudio porque son cosas tan valiosas q no podemos dejar pasar son oportunidades que solo son una vez en la vida y todo eso hay que aprovecharlo ahora que podemos porque para despues sera muy tarde",el amor por aprender,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tus compañeros,2,2,3,9,16,Mujer,Mamá,I. E. La Avanzada
9/30/2019 10:02:58,"la historia comienza cuando entre al colegio en el grado 3° que empece a conocer nuevas persona que poco a poco fueron cambiando mi vida muchas de aquellas personas aun estan con migo, lo que mas me gusta de la institución es la forma en la que enseñan algunos profes en la forma que lo aconsejan a uno para que sea una mejor persona y como lo hacen ver la realidad a uno",nuevo en el cole,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Resolución de conflictos,A ti,3,1,3,9,17,Hombre,Mamá,I. E. La Avanzada
9/30/2019 10:03:06,"el colegio es una herramienta efectiva para nuestro estudio por que cada dia llegan cosas que son super exelentes , cada dia se vive una experiensia que tambien nos ayuda en nuestra vida cotidiana , y no me aarepiento de todas estas experiensias que e vivido aca en la instituion ",Amor Por Nuestro Colegio ,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,A ti,2,1,2,9,16,Mujer,Mamá,I.E. Fe y Alegría el Limonar
9/30/2019 10:04:10,me desmotiva venir al colegio ya que los profesores son muy confianzudos pero me gusta por que puedo aprender cosas nuevas ,#el colegio ,Rabia,Todo el tiempo,Te confundiste y no sabías qué contar,Bullying,Tus docentes,2,3,3,9,15,Mujer,Abuela,I. E. La Avanzada
9/30/2019 10:05:34,La historia del colegio es que acá los profesores son muy morbosos ha eso si me choca que un profesor sea tan morboso (que rabia) ,Los profesores morbosos ,Rabia,Todo el tiempo,Te confundiste y no sabías qué contar,La morbosidad (es como acoso),Tus docentes,1,1,1,9,16,Mujer,Mamá,I. E. La Avanzada
9/30/2019 10:05:45,que uno lega temprano al colegio eso lo mejor   ,que hay personas compañeras que me tratan super bien amigas ,Felicidad,Todo el tiempo,Te confundiste y no sabías qué contar,Ocio y tiempo libre,Tus docentes,1,1,1,9,18,Mujer,Mamá,I. E. La Avanzada
9/30/2019 10:06:17,"mi historia, cuando toca ciencias,física e química no me motiva venir a estudiar ya que me parece muy asurdo las actividades de la  profe ",que me desmotiva,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tus docentes,3,1,3,9,15,Hombre,Hermanos,I. E. La Avanzada
9/30/2019 10:06:39,en la institucion educativa  me gusta estar con amigos,amigos,Felicidad,Muy rara vez,Te confundiste y no sabías qué contar,Convivencia,Tus compañeros,3,1,3,8,12,Hombre,Mamá,I. E. La Avanzada
9/30/2019 10:07:41,me encanta como nos enseñan cosas en el colegio las actividades que hacen,progreso en el colegio,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Innovación y creatividad,Tus docentes,3,2,3,9,14,Hombre,Papá,I. E. La Avanzada
9/30/2019 10:08:00,tiran papeles y lapiceros constantemente y me molesta mucho,no tirar papeles ,Rabia,Todo el tiempo,Te confundiste y no sabías qué contar,Convivencia,Tus compañeros,2,1,1,8,14,Mujer,Mamá,I. E. La Avanzada
9/30/2019 10:08:02,En la institucion edcucativa la avanzada me gusta por que los docentes no vienen,Las irresponsabilidad de los docentes,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Irresponsabilidad,Tus docentes,1,2,3,8,14,Hombre,Mamá,I. E. La Avanzada
9/30/2019 10:08:43,"lo que mas me gusta de esta institución es que los profesores son muy comprensivos ,bueno algunos porque hay otros que son muy cansones y me caen digamos que mal por su carácter y su genio , pero eso no importa el colegio es bueno y eso me gusta aquí hay calidad de aprendizaje ",lo que me gusta den la institucion,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tus docentes,2,2,2,9,15,Hombre,Amigos,I. E. La Avanzada
9/30/2019 10:09:19,por mi casa vive una persona que le asen bulin por sus defectos ,el desmovilisadp,Tristeza,De vez en cuando,Te confundiste y no sabías qué contar,Bullying,Tus compañeros,2,2,1,8,13,Hombre,Mamá,I. E. La Avanzada
9/30/2019 10:10:00,"un día normal común y corriente donde no habían problemas hasta la noche que se veía  en el barrio mucho humo saliendo de una casa y los vecinos gritando y desesperados gritando por lo sucedido.
lo que pasaba era que una pipeta de gas estaba prendida y toda la casa se prendió en fuego  y todos los del barrio se unieron para apagar el incendio con tierra,cobijas mojadas etc.
después de todo lo ocurrido la familia se quedo sin nada pero ellos decidieron salir adelante y hoy en día tienen su casa, una tienda y son muy unidos 
y esto no volvió a pasar en el barrio nunca mas.",#la pipeta en llamas,Tristeza,Muy rara vez,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus compañeros,2,2,3,9,16,Hombre,Mamá,I. E. La Avanzada
9/30/2019 10:10:46,"me hicieron un atentado en el supermercado, me dieron un cachaso en la cabeza y con una nabaja me chuzaron",el atentado,Rabia,De vez en cuando,Reflexionaste y aprendiste algo nuevo,"por mi familia, y el trabajo que tengo",Tu familia y/o cuidadores,1,3,3,9,15,Hombre,Otros familiares,I. E. La Avanzada
9/30/2019 10:10:47,"lo que mas me gusta de mi institucional son las horas creativas que se presenta en la la escuela,ya que es la hora nos ayuda para convivir mas con los compañeros.",convivencia,Felicidad,Muy rara vez,Te confundiste y no sabías qué contar,Innovación y creatividad,A ti,3,1,3,8,14,Mujer,Mamá,I. E. La Avanzada
9/30/2019 10:10:48,"En la instituciona han pasado muchas cosas por ejemplo creación de talleres,temas sobre la sexualidad etc... 
Pero algo importante y muy bueno es la evolución que hemos tenido a lo largo de la creación de la institucion como es la ampliación de de las aulas la enseñanza pienso que ha mejorado mucho por no decir demasiado,los métodos de enseñanza soy muy buenos y eso lo recalco en mi institucion y esa es mi historia que pienso que esta muy bien redactada y muy clara. ",#evolución,Felicidad,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Evolución,Tus docentes,3,1,3,9,15,Hombre,Mamá,I. E. La Avanzada
9/30/2019 10:11:26,lo que me motiva a ir a la escuela es por que mi papa y mi mama se levantan todos los días a trabajar y me despachan para que no cocine y venga bien alimentado para estudiar bien ,la preocupacion de los padres,No estás seguro,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Alimentación,Tu familia y/o cuidadores,3,1,2,8,14,Hombre,Hermanos,I. E. La Avanzada
9/30/2019 10:11:50,Que Hay Un Gran Descontrol Con Las Salidas Del Salon & Esto Esta Ocasionando Una Gran Problemática,cuando estamos en el salon y comiensan a  tirar papeles ,Rabia,De vez en cuando,Te confundiste y no sabías qué contar,Trabajo en equipo,Tus compañeros,3,1,3,8,15,Mujer,Mamá,I. E. La Avanzada
9/30/2019 10:12:10,Por mi casa hay muchos niños que no estudian y pese a eso se meten a los vicios y  trabajar y irse por los malos camino y tiene una mala vida y muchos problemas en la casa con sus familiares y con la justisia hay veces que la policia los agreden por estar robando o haciendo cosas malas ,#nomasniñossieducacion,Tristeza,Todo el tiempo,Reflexionaste y aprendiste algo nuevo,Ninguna de las anteriores,Tus compañeros,2,1,1,8,12,Hombre,Mamá,I. E. La Avanzada
9/30/2019 10:12:44,paso que ubo una buena caridad en los alrededores del colegio,asesinato ,Felicidad,Muy rara vez,Reflexionaste y aprendiste algo nuevo,Trabajo en equipo,Tus compañeros,1,2,3,8,14,Hombre,Papá,I. E. La Avanzada
9/30/2019 10:12:57,"EN la institución jugamos mucho fútbol, baskellbal voleibol ",torneo,Felicidad,De vez en cuando,Te confundiste y no sabías qué contar,Ocio y tiempo libre,Tus compañeros,1,2,1,8,13,Hombre,Mamá,I. E. La Avanzada
9/30/2019 10:13:07,"hace una semana atras, por la tarde alrededor de las 6 pm, ""en el barrio"" un dia tranquilo de frio, todos sentimos un ruido como una fuga y acompañado venia un olor muy molesto. Las personas de mi casa se preguntaron: que paso?
Salimos al balcon, habia afuera de una casa vecina una pipeta de gas, esta tenia un escape de gas horrible,observamos bien y estaba en llamas, los vecino pidieron ayuda , se llamo a los bomberos pero no contestaron. Entonces todos decidieron ayudar , tirando agua con bowl y demas . todos juntos se pudo apagar.",#cuidado,Angustia,Muy rara vez,Te confundiste y no sabías qué contar,Ninguna de las anteriores,A ti,2,2,2,9,14,Mujer,Mamá,I. E. La Avanzada
